created_at,text,sentiment
2023-02-13 14:33:26+00:00,"I disagree with how Stacey is dealing with Lily’s pregnancy. Ryan is Lily’s dad and should’ve been one of the first to know about it. Martin is her stepdad and had a right to know too. 
Withholding the truth will not help #EastEnders",-0.3732
2023-02-13 14:33:25+00:00,"Rih funny as hell for announcing her pregnancy like that 😂 sis said I’m neva coming back to music, go cry about it 😩",-0.5106
2023-02-13 14:33:15+00:00,People are mad that others are talking about Rihanna and her pregnancy over God.,-0.2732
2023-02-13 14:33:13+00:00,Why when celebrities announce they pregnancy y’all be so excited but when y’all homegirls do y’all be like “bitch again😳🙄”,0.6495
2023-02-13 14:33:01+00:00,"People preach the value of human life when talking about a clump of cells in the very early stages of pregnancy.

But practically say “serves him right” when a trans woman is literally murdered. 

Brianna Ghey was a child. Irrespective of her gender and now she’s dead.",-0.9239
2023-02-13 14:32:49+00:00,Rihanna's performance was dope for what it was it 🔥💃🏿 what I won't do (like some) is compare it to beyonce 's preggo performances.  Pregnancy is hard enough.  Every woman's body handles it differently and we don't know how she was feeling or what she was comfortable with. 💯,0.5267
2023-02-13 14:32:37+00:00,That moment you realized Rihanna only said yes to the super bowl just to do the dopest pregnancy announcement of all time ‼️#Queen 👸🏾,0.765
2023-02-13 14:32:22+00:00,i love RiRi so bad… but wrap this pregnancy shit up…NOW.,-0.5106
2023-02-13 14:31:52+00:00,I can’t get over Rihanna really wasted resources and time to make a pregnancy announcement that she could’ve posted on IG. That performance gave Award show #Superbowl,0.0018
2023-02-13 14:30:58+00:00,I’m just trying to figure out how Rihanna was able to hold her bladder because I know my pissy ass would’ve had to pee. Pregnancy bladder is no joke !,-0.5848
2023-02-13 14:30:52+00:00,im so done with grown middle aged gay men comparing women against each other and discussing women’s capabilities during pregnancy. pls don’t piss me off,-0.34
2023-02-13 14:30:39+00:00,Nothing like being a loss mom and having a pregnancy announcement like that happen and there's no fucking escape 🙃,-0.3538
2023-02-13 14:30:34+00:00,I love my girlfriend so much but only pregnancy can separate us…….. #ChristianAtsu #Mbaape,0.3818
2023-02-13 14:30:16+00:00,Watched too many tiktoks about pregnancy and childbirth and now I want a hysterectomy,0.0772
2023-02-13 14:30:11+00:00,"Blows my mind that people are still choosing to bring children into this world

I don't have it in me to celebrate your pregnancy sorry. I see a baby and all I can think of is ""my god, the horrors you'll have to face. I'm so sorry your parents brought you into this...""",0.128
2023-02-13 14:29:47+00:00,When I announce my pregnancy it’ll be on some Kylie Jenner shit 🤣 you won’t know until I have the baby,-0.5574
2023-02-13 14:29:14+00:00,"Birth Control be like ✨may cause✨: 

high blood pressure, nausea, migraines, weight gain, mood swings, vaginal odor, anxiety, acne, ectopic pregnancy, chest pain, ovarian cancer, blood clots, hair loss, sweaty palms, weak knees, heavy arms, vomit on sweater, mom’s spaghetti",-0.872
2023-02-13 14:29:04+00:00,"My daughter had a baby boy last night! 🥰 First grandson in the family. He came early. She had a difficult pregnancy since the beginning. A kind man helped us back in Aug to get her to the hospital, I will forever and always be grateful for his help that night and happy I met him",0.8908
2023-02-13 14:28:50+00:00,genuinely v happy with the childfree by choice dialogue. sometimes it feels like i’m the only girl in the world (riri vibes) who finds pregnancy terrifying (even gross) and I wish we talked about how it’s not a universally life-affirming event,0.6369
2023-02-13 14:28:47+00:00,"Catermelon Update: #cats #kittens #pregnancy 

Upon even /more/ research, I guess cats can delay their labor if they don't feel the conditions are right. So it still could be a few more days of waiting.😮‍💨 Kinda hoping for Valentine's Day kittens. 🥰
(No pics right now.😅)",0.0534
2023-02-13 14:28:38+00:00,"It definitely looks like a preggo belly but assuming pregnancy—celeb or not— is always touchy (to me) so until somebody confirms it, my mouth is shut lmao",0.8381
2023-02-13 14:27:56+00:00,Idk how y'all think pregnancy works but that lady had that baby last May,-0.0516
2023-02-13 14:27:18+00:00,Why’s Stacey trying to delay telling Ryan about Lily’s pregnancy? He is her dad and should’ve been one of the first to know #EastEnders,-0.3182
2023-02-13 14:26:39+00:00,Transparent moment: During pregnancy I’ve been superrrrr horny. I’m learning to control my desires by breathing or getting up to do something when it feels unbearable. Any tips or lessons that y’all have learned and willing to share?,0.296
2023-02-13 14:26:25+00:00,Listening to @KiddNation talking about Rihanna's pregnancy and just realized I'm an Irish twin. My brother and I are the same age for four days.,0.0
