created_at,text,sentiment
2023-02-13 10:00:10+00:00,Not me dreaming that I got a cryptic pregnancy and gave birth to a chubby baby. I also gave it up for adoption. Not it been scary because my gynae told me I was likely to have one of those hidden pregnancies 😂😂,0.3875
2023-02-13 09:59:16+00:00,rihanna has had so many visuals errors she could have at least had the dancers change to represent her journey. big up her b2b pregnancy ain’t no light feat but it can’t take it away that the lady scammed the nfl 😅,-0.3468
2023-02-13 09:56:52+00:00,Rihanna is pregnant again? Yes we’re ready for her pregnancy fashion 🔥,0.6369
2023-02-13 09:56:39+00:00,Rihanna is a bit older in terms of maternity age so it’s not a surprise she’s having a second child so soon. Probably wants to give her first child a sibling before the risk of pregnancy complications gets higher or her fertility fades,-0.4901
2023-02-13 09:56:34+00:00,"I'm seeing a lot of memes about Rihanna's alleged pregnancy, but not enough clips (none actually) of her SuperBowl performance.

what's up with that? honestly",0.6124
2023-02-13 09:56:01+00:00,Changes in womens sex hormones make possible many of the anatomical changes necessary for successful reproduction and childbirth.,0.5859
2023-02-13 09:54:17+00:00,This pregnancy shit means we’re not getting a tour doesn’t it,-0.5574
2023-02-13 09:53:31+00:00,Why is everyone calling out ASAP alone for the whole pregnancy thing? I thought the whole process is a collective decision.,-0.25
2023-02-13 09:53:28+00:00,"Yo !!!! Rihanna pregnant again ?! #Riri    #Rhianna #SuperBowl    #HalftimeShow   

Rihanna and ASAP Rocky before rih rih pregnancy announcement",0.0
2023-02-13 09:52:42+00:00,The reason there’s so much confusion over the pregnancy thing is cuz all of our eyes are bleeding from white supremacist capitalism and the masks we wear trying to force “happiness” down our own convulsing throats makes seeing clearly through the blood even harder…,0.1832
2023-02-13 09:51:42+00:00,my sisters pregnancy has to be terminated because the embryo died i'm so sad,-0.7902
2023-02-13 09:51:23+00:00,Rihanna's pregnancy #2 got me remembering her crop top/baby bump serve,0.0
2023-02-13 09:51:12+00:00,"Which of the following is false regarding sonography in pregnancy?
#NEETPG23 #MedTwitter #pyq",0.0
2023-02-13 09:51:05+00:00,Pregnancy is different for everyone bruv,0.0
2023-02-13 09:50:43+00:00,Hearing more about Rihanna’s pregnancy than the score of the game at the superbowl this morning…I love #Rihanna,0.6369
2023-02-13 09:47:33+00:00,WAIT WAIT WAIT RIHANNA IS PREGNANT AGAIN? FOR A SECOND TIME? I THOUGHT THIS WAS STILL THE PHOTOSHOOT PREGNANCY,0.0
2023-02-13 09:47:24+00:00,i love my boy but my god this pregnancy has been rough &amp; doesn’t seem to be getting any easier ☹️,0.8381
2023-02-13 09:47:10+00:00,pregnancy is really in the air and i am holding my breath because baby!,0.0
